"Code","Name","Status","Accepted Name","Family","Name Source","Level","Category","Habit"
"ephper","Ephebe perspinulosa Nyl.","accepted","Ephebe perspinulosa Nyl.","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"heppia","Heppia Nageli","accepted","Heppia Nageli","Lichinaceae","CNALH","genus","lichen","lichen"
"heplut","Heppia lutosa (Ach.) Nyl.","accepted","Heppia lutosa (Ach.) Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"hepdes","Heppia despreauxii (Mont.) Tuck.","synonym","Heppia lutosa (Ach.) Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"hepvir","Heppia virescens (Despr.) Nyl.","synonym","Heppia lutosa (Ach.) Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"soldes","Solorinaria despreauxii (Mont.) Fink","synonym","Heppia lutosa (Ach.) Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"lempho","Lempholemma Körb.","accepted","Lempholemma Körb.","Lichinaceae","CNALH","genus","lichen","lichen"
"lemcla","Lempholemma cladodes (Tuck.) Zahlbr.","accepted","Lempholemma cladodes (Tuck.) Zahlbr.","Lichinaceae","Dillman et al. 2012","species","lichen","lichen"
"lempol","Lempholemma polyanthes (Bernh.) Malme","accepted","Lempholemma polyanthes (Bernh.) Malme","Lichinaceae","CNALH","species","lichen","lichen"
"lemrad","Lempholemma radiatum (Sommerf.) Henssen","accepted","Lempholemma radiatum (Sommerf.) Henssen","Lichinaceae","CNALH","species","lichen","lichen"
"lemves","Lempholemma vesiculiferum Henssen","accepted","Lempholemma vesiculiferum Henssen","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"lichinel","Lichinella Nyl.","accepted","Lichinella Nyl.","Lichinaceae","McCune et al. 2018","genus","lichen","lichen"
"licnig","Lichinella nigritella (Lettau) P.P. Moreno & Egea","accepted","Lichinella nigritella (Lettau) P.P. Moreno & Egea","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"lichinod","Lichinodium Nyl.","accepted","Lichinodium Nyl.","Lichinaceae","Spribille et al. 2010","genus","lichen","lichen"
"licahl","Lichinodium ahlneri Henssen","accepted","Lichinodium ahlneri Henssen","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"liccan","Lichinodium canadense Henssen","accepted","Lichinodium canadense Henssen","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"licsir","Lichinodium sirosiphoideum Nyl.","accepted","Lichinodium sirosiphoideum Nyl.","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"phylli","Phylliscum Nyl.","accepted","Phylliscum Nyl.","Lichinaceae","CNALH","genus","lichen","lichen"
"phydem","Phylliscum demangeonii (Moug. & Mont.) Nyl.","accepted","Phylliscum demangeonii (Moug. & Mont.) Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"thydem","Thyrea demangeonii (Moug. & Mont.) Fink","synonym","Phylliscum demangeonii (Moug. & Mont.) Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"porocy","Porocyphus Körb.","accepted","Porocyphus Körb.","Lichinaceae","CNALH","genus","lichen","lichen"
"porcoc","Porocyphus coccodes (Flot.) Körb.","accepted","Porocyphus coccodes (Flot.) Körb.","Lichinaceae","CNALH","species","lichen","lichen"
"porfur","Porocyphus furfurellus (Nyl.) Forss.","synonym","Porocyphus coccodes (Flot.) Körb.","Lichinaceae","CNALH","species","lichen","lichen"
"pterygio","Pterygiopsis Vain.","accepted","Pterygiopsis Vain.","Lichinaceae","McCune et al. 2018","genus","lichen","lichen"
"ptecon","Pterygiopsis concordatula (Nyl.) P.M. Jørg.","accepted","Pterygiopsis concordatula (Nyl.) P.M. Jørg.","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"pyreno","Pyrenopsis (Nyl.) Nyl.","accepted","Pyrenopsis (Nyl.) Nyl.","Lichinaceae","CNALH","genus","lichen","lichen"
"pyrfur","Pyrenopsis furfurea (Nyl.) Leight.","accepted","Pyrenopsis furfurea (Nyl.) Leight.","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"pyrgru","Pyrenopsis grumulifera Nyl.","accepted","Pyrenopsis grumulifera Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"pyrmul","Pyrenopsis multispora E. Dahl","synonym","Pyrenopsis grumulifera Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"pyrmyr","Pyrenopsis myriospora E. Dahl","synonym","Pyrenopsis grumulifera Nyl.","Lichinaceae","CNALH","species","lichen","lichen"
"pyrhae","Pyrenopsis haematina P.M. Jørg. & Henssen","accepted","Pyrenopsis haematina P.M. Jørg. & Henssen","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"pyrsan","Pyrenopsis sanguinea Anzi","accepted","Pyrenopsis sanguinea Anzi","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"pyrsub","Pyrenopsis subareolata Nyl.","accepted","Pyrenopsis subareolata Nyl.","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"synali","Synalissa Fr.","accepted","Synalissa Fr.","Lichinaceae","McCune et al. 2018","genus","lichen","lichen"
"synram","Synalissa ramulosa (Bernh.) Körb.","accepted","Synalissa ramulosa (Bernh.) Körb.","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"theligny","Thelignya A. Massal.","accepted","Thelignya A. Massal.","Lichinaceae","McCune et al. 2018","genus","lichen","lichen"
"thelign","Thelignya lignyota (Wahlenb.) P.M. Jørg. & Henssen","accepted","Thelignya lignyota (Wahlenb.) P.M. Jørg. & Henssen","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"thermu","Thermutis Fr.","accepted","Thermutis Fr.","Lichinaceae","Spribille et al. 2010","genus","lichen","lichen"
"thevel","Thermutis velutina (Ach.) Flot.","accepted","Thermutis velutina (Ach.) Flot.","Lichinaceae","Spribille et al. 2010","species","lichen","lichen"
"zahlbr","Zahlbrucknerella Herre","accepted","Zahlbrucknerella Herre","Lichinaceae","McCune et al. 2018","genus","lichen","lichen"
"zahcal","Zahlbrucknerella calcarea (Herre) Herre","accepted","Zahlbrucknerella calcarea (Herre) Herre","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"zahfab","Zahlbrucknerella fabispora Henssen","accepted","Zahlbrucknerella fabispora Henssen","Lichinaceae","McCune et al. 2018","species","lichen","lichen"
"clinto","Clintonia Raf.","accepted","Clintonia Raf.","Liliaceae","FNA","genus","monocot","forb"
"xeniat","Xeniatrum Salisb.","synonym","Clintonia Raf.","Liliaceae","FNA","genus","monocot","forb"
"cliuni","Clintonia uniflora (Menzies ex Schult.) Kunth","accepted","Clintonia uniflora (Menzies ex Schult.) Kunth","Liliaceae","FNA","species","monocot","forb"
"smiborvuni","Smilacina borealis var. uniflora Menzies ex Schult.","synonym","Clintonia uniflora (Menzies ex Schult.) Kunth","Liliaceae","FNA","species","monocot","forb"
"smiuni","Smilacina uniflora (Menzies ex Schult.) Hook.","synonym","Clintonia uniflora (Menzies ex Schult.) Kunth","Liliaceae","FNA","species","monocot","forb"
"fritil","Fritillaria L.","accepted","Fritillaria L.","Liliaceae","PAFC","genus","monocot","forb"
"fricam","Fritillaria camschatcensis (L.) Ker Gawl.","accepted","Fritillaria camschatcensis (L.) Ker Gawl.","Liliaceae","PAFC","species","monocot","forb"
"lilcam","Lilium camschatcense L.","synonym","Fritillaria camschatcensis (L.) Ker Gawl.","Liliaceae","PAFC","species","monocot","forb"
"gagea","Gagea Salisb.","accepted","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"bulbil","Bulbillaria Zucc.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"cronyx","Cronyxium Raf.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"fenelo","Fenelonia Raf.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"hemier","Hemierium Raf.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"hornun","Hornungia Bernh.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"lloydi","Lloydia Salisb. ex Rchb.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"nectar","Nectarobothrium Ledeb.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"ornith","Ornithoxanthum Link","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"plecos","Plecostigma Turcz.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"rhabdo2","Rhabdocrnum Rchb.","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"solena","Solenarium Dulac","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"szeche","Szechenyia Kanitz","synonym","Gagea Salisb.","Liliaceae","Zarrei et al. 2011","genus","monocot","forb"
"gagser","Gagea serotina (L.) Ker Gawl.","accepted","Gagea serotina (L.) Ker Gawl.","Liliaceae","Zarrei et al. 2011","species","monocot","forb"
"bulser","Bulbocodium serotinum L.","synonym","Gagea serotina (L.) Ker Gawl.","Liliaceae","Zarrei et al. 2011","species","monocot","forb"
"lloser","Lloydia serotina (L.) Salisb. ex Rchb.","synonym","Gagea serotina (L.) Ker Gawl.","Liliaceae","Zarrei et al. 2011","species","monocot","forb"
"lloservser","Lloydia serotina var. serotina (L.) Salisb. ex Rchb.","synonym","Gagea serotina (L.) Ker Gawl.","Liliaceae","Zarrei et al. 2011","species","monocot","forb"
"strept","Streptopus Michx.","accepted","Streptopus Michx.","Liliaceae","PAFC","genus","monocot","forb"
"stramp","Streptopus amplexifolius (L.) DC.","accepted","Streptopus amplexifolius (L.) DC.","Liliaceae","PAFC","species","monocot","forb"
"toramp1","Tortipes amplexifolius (L.) Small","synonym","Streptopus amplexifolius (L.) DC.","Liliaceae","PAFC","species","monocot","forb"
"uvuamp","Uvularia amplexifolia L.","synonym","Streptopus amplexifolius (L.) DC.","Liliaceae","PAFC","species","monocot","forb"
"strampsame","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","accepted","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","Liliaceae","PAFC","subspecies","monocot","forb"
"strampvame","Streptopus amplexifolius var. americanus Schult.","synonym","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","Liliaceae","PAFC","subspecies","monocot","forb"
"strampvcha","Streptopus amplexifolius var. chalazatus Fassett","synonym","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","Liliaceae","PAFC","subspecies","monocot","forb"
"strampvden","Streptopus amplexifolius var. denticulatus Fassett","synonym","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","Liliaceae","PAFC","subspecies","monocot","forb"
"strampvgra","Streptopus amplexifolius var. grandiflorus Fassett","synonym","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","Liliaceae","PAFC","subspecies","monocot","forb"
"strfas","Streptopus fassettii Á. Löve & D. Löve","synonym","Streptopus amplexifolius ssp. americanus (Schult.) Á. Löve & D. Löve","Liliaceae","PAFC","subspecies","monocot","forb"
"strlan","Streptopus lanceolatus (Aiton) Reveal","accepted","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strcur","Streptopus curvipes Vail","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strlanvcur","Streptopus lanceolatus var. curvipes (Vail) Reveal","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strlanvlon","Streptopus lanceolatus var. longipes (Fernald) Reveal","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strlanvros","Streptopus lanceolatus var. roseus (Michx.) Reveal","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strlon","Streptopus longipes Fernald","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strros","Streptopus roseus Michx.","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strrosscur","Streptopus roseus ssp. curvipes (Vail) Hultén","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strrosvcur","Streptopus roseus var. curvipes (Vail) Fassett","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strrosvlon","Streptopus roseus var. longipes (Fernald) Fassett","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strrosvper","Streptopus roseus var. perspectus Fassett","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"uvulan","Uvularia lanceolata Aiton","synonym","Streptopus lanceolatus (Aiton) Reveal","Liliaceae","FNA","species","monocot","forb"
"strstre","Streptopus streptopoides (Ledeb.) Frye & Rigg","accepted","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"krustr","Kruhsea streptopoides (Ledeb.) Kearney","synonym","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"smistr","Smilacina streptopoides Ledeb.","synonym","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"strbre","Streptopus brevipes Baker","synonym","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"strstrsbre","Streptopus streptopoides ssp. brevipes (Baker) Calder & Roy L. Taylor","synonym","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"strstrsstr","Streptopus streptopoides ssp. streptopoides (Ledeb.) Frye & Rigg","synonym","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"strstrvbre","Streptopus streptopoides var. brevipes (Baker) Fassett","synonym","Streptopus streptopoides (Ledeb.) Frye & Rigg","Liliaceae","FNA","species","monocot","forb"
"limnan","Limnanthes R. Br.","accepted","Limnanthes R. Br.","Limnanthaceae","FNA","genus","eudicot","forb"
"limdou","Limnanthes douglasii R. Br.","accepted","Limnanthes douglasii R. Br.","Limnanthaceae","FNA","species","eudicot","forb"
"limdousdou","Limnanthes douglasii ssp. douglasii R. Br.","accepted","Limnanthes douglasii ssp. douglasii R. Br.","Limnanthaceae","FNA","subspecies","eudicot","forb"
"linum","Linum L.","accepted","Linum L.","Linaceae","PAFC","genus","eudicot","forb"
"linlew","Linum lewisii Pursh","accepted","Linum lewisii Pursh","Linaceae","PAFC","species","eudicot","forb"
"adelew","Adenolinum lewisii (Pursh) Á. Löve & D. Löve","synonym","Linum lewisii Pursh","Linaceae","PAFC","species","eudicot","forb"
"linperslew","Linum perenne ssp. lewisii (Pursh) Hultén","synonym","Linum lewisii Pursh","Linaceae","PAFC","species","eudicot","forb"
"linpervlew","Linum perenne var. lewisii (Pursh) Eaton & J. Wright","synonym","Linum lewisii Pursh","Linaceae","PAFC","species","eudicot","forb"
"linlewslew","Linum lewisii ssp. lewisii Pursh","accepted","Linum lewisii ssp. lewisii Pursh","Linaceae","PAFC","subspecies","eudicot","forb"
"linlewvlew","Linum lewisii var. lewisii Pursh","synonym","Linum lewisii ssp. lewisii Pursh","Linaceae","PAFC","subspecies","eudicot","forb"
"linnae","Linnaea L.","accepted","Linnaea L.","Linnaeaceae","Zika and Tucker 2017","genus","eudicot","dwarf shrub"
"linbor","Linnaea borealis L.","accepted","Linnaea borealis L.","Linnaeaceae","Zika and Tucker 2017","species","eudicot","dwarf shrub"
"linborsbor","Linnaea borealis ssp. borealis L.","accepted","Linnaea borealis ssp. borealis L.","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linborvbor","Linnaea borealis var. borealis L.","synonym","Linnaea borealis ssp. borealis L.","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linser","Linnaea serpyllifolia Rydb.","synonym","Linnaea borealis ssp. borealis L.","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linborslon","Linnaea borealis ssp. longiflora (Torr.) Hultén","accepted","Linnaea borealis ssp. longiflora (Torr.) Hultén","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"liname","Linnaea americana Forbes","synonym","Linnaea borealis ssp. longiflora (Torr.) Hultén","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linborsame","Linnaea borealis ssp. americana (Forbes) Hultén ex R.T. Clausen","synonym","Linnaea borealis ssp. longiflora (Torr.) Hultén","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linborvame","Linnaea borealis var. americana (Forbes) Rehder","synonym","Linnaea borealis ssp. longiflora (Torr.) Hultén","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linborvlon","Linnaea borealis var. longiflora Torr.","synonym","Linnaea borealis ssp. longiflora (Torr.) Hultén","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
"linlon","Linnaea longiflora (Torr.) Howell","synonym","Linnaea borealis ssp. longiflora (Torr.) Hultén","Linnaeaceae","Zika and Tucker 2017","subspecies","eudicot","dwarf shrub"
