"Code","Name","Status","Accepted Name","Family","Name Source","Level","Category","Habit"
"barwol","Barbula wollei Austin","synonym","Trichostomum tenuirostre var. tenuirostre (Hook. & Taylor) Lindb.","Pottiaceae","Flora of North America","variety","moss","moss"
"didwol","Didymodon wollei (Austin) Austin","synonym","Trichostomum tenuirostre var. tenuirostre (Hook. & Taylor) Lindb.","Pottiaceae","Flora of North America","variety","moss","moss"
"oxycyl","Oxystegus cylindricus (Brid.) Hilpert","synonym","Trichostomum tenuirostre var. tenuirostre (Hook. & Taylor) Lindb.","Pottiaceae","Flora of North America","variety","moss","moss"
"tricyl2","Trichostomum cylindricum (Brid.) Müll. Hal.","synonym","Trichostomum tenuirostre var. tenuirostre (Hook. & Taylor) Lindb.","Pottiaceae","Flora of North America","variety","moss","moss"
"weissi","Weissia Hedw.","accepted","Weissia Hedw.","Pottiaceae","Flora of North America","genus","moss","moss"
"weicon","Weissia controversa Hedw.","accepted","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"gymrau","Gymnostomum rauanum Austin","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"molvir","Mollia viridula (With.) Lindb.","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weiand","Weissia andrewsii E.B. Bartram","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weibra","Weissia brandegeei Austin","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weiconvaus","Weissia controversa var. australis (Austin) Schornherst","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weiconvlon","Weissia controversa var. longiseta (Lesq. & James) Crum, Steere & L.E. Anderson","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weiconvwol","Weissia controversa var. wolfii (Lesq. & James) Crum, Steere & L.E. Anderson","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weicur","Weissia curvicaulis Lesq. & James","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weilon2","Weissia longiseta Lesq. & James","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weivirvnit","Weissia viridula var. nitida Renauld & Cardot","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"weiwol","Weissia wolfii Lesq. & James","synonym","Weissia controversa Hedw.","Pottiaceae","Flora of North America","species","moss","moss"
"andros","Androsace L.","accepted","Androsace L.","Primulaceae","PAFC","genus","eudicot","forb"
"andcha","Androsace chamaejasme Wulfen","accepted","Androsace chamaejasme Wulfen","Primulaceae","PAFC","species","eudicot","forb"
"andchasand","Androsace chamaejasme ssp. andersonii (Hultén) Hultén","accepted","Androsace chamaejasme ssp. andersonii (Hultén) Hultén","Primulaceae","PAFC","subspecies","eudicot","forb"
"andchasleh","Androsace chamaejasme ssp. lehmanniana (Spreng.) Hultén","name misapplied","Androsace chamaejasme ssp. andersonii (Hultén) Hultén","Primulaceae","PAFC","subspecies","eudicot","forb"
"andleh","Androsace lehmanniana Spreng.","name misapplied","Androsace chamaejasme ssp. andersonii (Hultén) Hultén","Primulaceae","PAFC","subspecies","eudicot","forb"
"andchasarc","Androsace chamaejasme ssp. arctisibirica Korobkov","synonym","Androsace chamaejasme ssp. andersonii (Hultén) Hultén","Primulaceae","PAFC","subspecies","eudicot","forb"
"andchavand","Androsace chamaejasme var. andersonii Hultén","synonym","Androsace chamaejasme ssp. andersonii (Hultén) Hultén","Primulaceae","PAFC","subspecies","eudicot","forb"
"andsep","Androsace septentrionalis L.","accepted","Androsace septentrionalis L.","Primulaceae","PAFC","species","eudicot","forb"
"andgor","Androsace gormanii Greene","synonym","Androsace septentrionalis L.","Primulaceae","PAFC","species","eudicot","forb"
"douochsgor","Douglasia ochotensis ssp. gormanii (Greene) Á. Löve & D. Löve","synonym","Androsace septentrionalis L.","Primulaceae","PAFC","species","eudicot","forb"
"dodeca","Dodecatheon L.","accepted","Dodecatheon L.","Primulaceae","PAFC","genus","eudicot","forb"
"dodfri","Dodecatheon frigidum Cham. & Schltdl.","accepted","Dodecatheon frigidum Cham. & Schltdl.","Primulaceae","PAFC","species","eudicot","forb"
"prifri","Primula frigida (Cham. & Schltdl.) A.R. Mast & Reveal","synonym","Dodecatheon frigidum Cham. & Schltdl.","Primulaceae","PAFC","species","eudicot","forb"
"dodjef","Dodecatheon jeffreyi Van Houtte","accepted","Dodecatheon jeffreyi Van Houtte","Primulaceae","FNA","species","eudicot","forb"
"dodjefsjef","Dodecatheon jeffreyi ssp. jeffreyi Van Houtte","synonym","Dodecatheon jeffreyi Van Houtte","Primulaceae","FNA","species","eudicot","forb"
"dodjefspyg","Dodecatheon jeffreyi ssp. pygmaeum (H.M. Hall) H.J. Thompson","synonym","Dodecatheon jeffreyi Van Houtte","Primulaceae","FNA","species","eudicot","forb"
"dodjefvviv","Dodecatheon jeffreyi var. viviparum (Greene) Abrams","synonym","Dodecatheon jeffreyi Van Houtte","Primulaceae","FNA","species","eudicot","forb"
"prijef","Primula jeffreyi (Van Houtte) A.R. Mast & Reveal","synonym","Dodecatheon jeffreyi Van Houtte","Primulaceae","FNA","species","eudicot","forb"
"dodpul","Dodecatheon pulchellum (Raf.) Merr.","accepted","Dodecatheon pulchellum (Raf.) Merr.","Primulaceae","FNA","species","eudicot","forb"
"exipul","Exinia pulchella Raf.","synonym","Dodecatheon pulchellum (Raf.) Merr.","Primulaceae","FNA","species","eudicot","forb"
"dodpulvmac","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","accepted","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodmacvala","Dodecatheon macrocarpum var. alaskanum Hultén","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodmeavmac","Dodecatheon meadia var. macrocarpum A. Gray","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodpauvala","Dodecatheon pauciflorum var. alaskanum (Hultén) C.L. Hitchc.","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodpulsala","Dodecatheon pulchellum ssp. alaskanum (Hultén) Hultén","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodpulsmac","Dodecatheon pulchellum ssp. macrocarpum (A. Gray) Roy L. Taylor & MacBryde","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodpulssup","Dodecatheon pulchellum ssp. superbum (Pennell & Stair) Hultén","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodpulvala","Dodecatheon pulchellum var. alaskanum (Hultén) Reveal","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"pripauvmac","Primula pauciflora var. macrocarpa (A. Gray) A.R. Mast & Reveal","synonym","Dodecatheon pulchellum var. macrocarpum (A. Gray) Reveal","Primulaceae","FNA","variety","eudicot","forb"
"dodpulvpul","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","accepted","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodpau","Dodecatheon pauciflorum Greene","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodpauvwat","Dodecatheon pauciflorum var. watsonii (Tidestr.) C.L. Hitchc.","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodpulspau","Dodecatheon pulchellum ssp. pauciflorum (Greene) Hultén","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodpulspul","Dodecatheon pulchellum ssp. pulchellum (Raf.) Merr.","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodpulswat","Dodecatheon pulchellum ssp. watsonii (Tidestr.) H.J. Thomp.","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodpulvwat","Dodecatheon pulchellum var. watsonii (Tidestr.) B. Boivin","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodrad","Dodecatheon radicatum Greene","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dodradswat","Dodecatheon radicatum ssp. watsonii (Tidestr.) H.J. Thomp.","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"pripau","Primula pauciflora (Greene) A.R. Mast & Reveal","synonym","Dodecatheon pulchellum var. pulchellum (Raf.) Merr.","Primulaceae","FNA","variety","eudicot","forb"
"dougla","Douglasia Lindl.","accepted","Douglasia Lindl.","Primulaceae","PAFC","genus","eudicot","forb"
"douala","Douglasia alaskana (Coville & Standl. ex Hultén) S. Kelso","accepted","Douglasia alaskana (Coville & Standl. ex Hultén) S. Kelso","Primulaceae","PAFC","species","eudicot","forb"
"andala","Androsace alaskana Coville & Standl. ex Hultén","synonym","Douglasia alaskana (Coville & Standl. ex Hultén) S. Kelso","Primulaceae","PAFC","species","eudicot","forb"
"andalavree","Androsace alaskana var. reediae S.L. Welsh & Goodrich","synonym","Douglasia alaskana (Coville & Standl. ex Hultén) S. Kelso","Primulaceae","PAFC","species","eudicot","forb"
"douarc","Douglasia arctica Hook.","accepted","Douglasia arctica Hook.","Primulaceae","PAFC","species","eudicot","forb"
"dounivvgla","Douglasia nivalis var. glabra Duby","synonym","Douglasia arctica Hook.","Primulaceae","PAFC","species","eudicot","forb"
"douber","Douglasia beringensis S. Kelso","accepted","Douglasia beringensis S. Kelso","Primulaceae","PAFC","species","eudicot","forb"
"dougor","Douglasia gormanii Constance","accepted","Douglasia gormanii Constance","Primulaceae","PAFC","species","eudicot","forb"
"douarcvgor","Douglasia arctica var. gormanii (Constance) B. Boivin","synonym","Douglasia gormanii Constance","Primulaceae","PAFC","species","eudicot","forb"
"douoch","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","accepted","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","Primulaceae","PAFC","species","eudicot","forb"
"andarc","Androsace arctica Cham. & Schltdl.","synonym","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","Primulaceae","PAFC","species","eudicot","forb"
"andoch","Androsace ochotensis Willd. ex Roem. & Schult.","synonym","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","Primulaceae","PAFC","species","eudicot","forb"
"andtsc","Androsace tschuktschorum R. Knuth","synonym","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","Primulaceae","PAFC","species","eudicot","forb"
"douochsarc","Douglasia ochotensis ssp. arctica (Cham. & Schltdl.) Á. Löve & D. Löve","synonym","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","Primulaceae","PAFC","species","eudicot","forb"
"priarc","Primula arctica (Cham. & Schltdl.) Kuntze","synonym","Douglasia ochotensis (Willd. ex Roem. & Schult.) Hultén","Primulaceae","PAFC","species","eudicot","forb"
"primul","Primula L.","accepted","Primula L.","Primulaceae","PAFC","genus","eudicot","forb"
"prianv","Primula anvilensis S. Kelso","accepted","Primula anvilensis S. Kelso","Primulaceae","PAFC","species","eudicot","forb"
"pribor","Primula borealis Duby","accepted","Primula borealis Duby","Primulaceae","PAFC","species","eudicot","forb"
"priaja","Primula ajanensis E. Busch","synonym","Primula borealis Duby","Primulaceae","PAFC","species","eudicot","forb"
"priborvaja","Primula borealis var. ajanensis (E. Busch) Hultén","synonym","Primula borealis Duby","Primulaceae","PAFC","species","eudicot","forb"
"pricha","Primula chamissonis E. Busch","synonym","Primula borealis Duby","Primulaceae","PAFC","species","eudicot","forb"
"pripar","Primula parviflora (Jacq. ex Duby) Kuntze","synonym","Primula borealis Duby","Primulaceae","PAFC","species","eudicot","forb"
"priten","Primula tenuis Small","synonym","Primula borealis Duby","Primulaceae","PAFC","species","eudicot","forb"
"pricun","Primula cuneifolia Ledeb.","accepted","Primula cuneifolia Ledeb.","Primulaceae","PAFC","species","eudicot","forb"
"pricunscun","Primula cuneifolia ssp. cuneifolia Ledeb.","accepted","Primula cuneifolia ssp. cuneifolia Ledeb.","Primulaceae","PAFC","subspecies","eudicot","forb"
"pricunvdub","Primula cuneifolia var. dubyi Pax","synonym","Primula cuneifolia ssp. cuneifolia Ledeb.","Primulaceae","PAFC","subspecies","eudicot","forb"
"pricunvelo","Primula cuneifolia var. elongata E.A. Busch","synonym","Primula cuneifolia ssp. cuneifolia Ledeb.","Primulaceae","PAFC","subspecies","eudicot","forb"
"pricunssax","Primula cuneifolia ssp. saxifragifolia (Lehm.) W.W. Sm. & G. Forrest","accepted","Primula cuneifolia ssp. saxifragifolia (Lehm.) W.W. Sm. & G. Forrest","Primulaceae","PAFC","subspecies","eudicot","forb"
"pricunvsax","Primula cuneifolia var. saxifragifolia (Lehm.) Pax & R. Knuth","synonym","Primula cuneifolia ssp. saxifragifolia (Lehm.) W.W. Sm. & G. Forrest","Primulaceae","PAFC","subspecies","eudicot","forb"
"prisax","Primula saxifragifolia Lehm.","synonym","Primula cuneifolia ssp. saxifragifolia (Lehm.) W.W. Sm. & G. Forrest","Primulaceae","PAFC","subspecies","eudicot","forb"
"priega","Primula egaliksensis Wormsk. ex Hornem.","accepted","Primula egaliksensis Wormsk. ex Hornem.","Primulaceae","PAFC","species","eudicot","forb"
"prigro","Primula groenlandica (Warming) W.W. Sm. & G. Forrest","synonym","Primula egaliksensis Wormsk. ex Hornem.","Primulaceae","PAFC","species","eudicot","forb"
"prisibvmin","Primula sibirica var. minor Duby","synonym","Primula egaliksensis Wormsk. ex Hornem.","Primulaceae","PAFC","species","eudicot","forb"
"pristrvgro","Primula stricta var. groenlandica Warming","synonym","Primula egaliksensis Wormsk. ex Hornem.","Primulaceae","PAFC","species","eudicot","forb"
"priinc","Primula incana M.E. Jones","accepted","Primula incana M.E. Jones","Primulaceae","PAFC","species","eudicot","forb"
"priame","Primula americana Rydb.","synonym","Primula incana M.E. Jones","Primulaceae","PAFC","species","eudicot","forb"
"prifarsinc","Primula farinosa ssp. incana (M.E. Jones) W.W. Sm. & Forrest","synonym","Primula incana M.E. Jones","Primulaceae","PAFC","species","eudicot","forb"
"prifarvinc","Primula farinosa var. incana (M.E. Jones) Fernald","synonym","Primula incana M.E. Jones","Primulaceae","PAFC","species","eudicot","forb"
"primis","Primula mistassinica Michx.","accepted","Primula mistassinica Michx.","Primulaceae","PAFC","species","eudicot","forb"
"prifarsmis","Primula farinosa ssp. mistassinica (Michx.) Pax & R. Knuth","synonym","Primula mistassinica Michx.","Primulaceae","PAFC","species","eudicot","forb"
"prifarvmis","Primula farinosa var. mistassinica (Michx.) Pax","synonym","Primula mistassinica Michx.","Primulaceae","PAFC","species","eudicot","forb"
"priint","Primula intercedens Fernald","synonym","Primula mistassinica Michx.","Primulaceae","PAFC","species","eudicot","forb"
"primisvint","Primula mistassinica var. intercedens (Fernald) B. Boivin","synonym","Primula mistassinica Michx.","Primulaceae","PAFC","species","eudicot","forb"
"primisvnov","Primula mistassinica var. noveboracensis Fernald","synonym","Primula mistassinica Michx.","Primulaceae","PAFC","species","eudicot","forb"
"prinut","Primula nutans Georgi","accepted","Primula nutans Georgi","Primulaceae","PAFC","species","eudicot","forb"
"prisib","Primula sibirica Jacq.","synonym","Primula nutans Georgi","Primulaceae","PAFC","species","eudicot","forb"
"prinutsnut","Primula nutans ssp. nutans Georgi","accepted","Primula nutans ssp. nutans Georgi","Primulaceae","PAFC","subspecies","eudicot","forb"
"pripum","Primula pumila (Ledeb.) Pax","accepted","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"priexi","Primula eximia Greene","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"primac","Primula macounii Greene","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"prinivvpum","Primula nivalis var. pumila Ledeb.","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pripumvarc","Primula pumila var. arctica E.A. Busch","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pripumvled","Primula pumila var. ledebouriana E.A. Busch","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pritscsarc","Primula tschuktschorum ssp. arctica (Koidzumi) Á. Löve & D. Löve","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pritscscai","Primula tschuktschorum ssp. cairnesiana A.E. Porsild","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pritscsexi","Primula tschuktschorum ssp. eximia (Greene) A.E. Porsild","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pritscvarc","Primula tschuktschorum var. arctica (Koidzumi) Fernald","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pritscvpum","Primula tschuktschorum var. pumila (Ledeb.) Fernald","synonym","Primula pumila (Ledeb.) Pax","Primulaceae","PAFC","species","eudicot","forb"
"pritsc","Primula tschuktschorum Kjellm.","accepted","Primula tschuktschorum Kjellm.","Primulaceae","PAFC","species","eudicot","forb"
"priber","Primula beringensis (A.E. Porsild) Jurtz.","synonym","Primula tschuktschorum Kjellm.","Primulaceae","PAFC","species","eudicot","forb"
"pritscsber","Primula tschuktschorum ssp. beringensis (A.E. Porsild) Jurtz. & Kozh.","synonym","Primula tschuktschorum Kjellm.","Primulaceae","PAFC","species","eudicot","forb"
"pritscvber","Primula tschuktschorum var. beringensis A.E. Porsild","synonym","Primula tschuktschorum Kjellm.","Primulaceae","PAFC","species","eudicot","forb"
"pritscvtsc","Primula tschuktschorum var. tschuktschorum Kjellm.","synonym","Primula tschuktschorum Kjellm.","Primulaceae","PAFC","species","eudicot","forb"
"protot","Protothelenella Räsänen","accepted","Protothelenella Räsänen","Protothelenellaceae","CNALH","genus","lichen","lichen"
"propet","Protothelenella petri H. Mayrh. & Poelt","accepted","Protothelenella petri H. Mayrh. & Poelt","Protothelenellaceae","CNALH","species","lichen","lichen"
"prospha","Protothelenella sphinctrinoidella (Nyl.) H. Mayrh. & Poelt","accepted","Protothelenella sphinctrinoidella (Nyl.) H. Mayrh. & Poelt","Protothelenellaceae","Spribille et al. 2010","species","lichen","lichen"
"prosphs","Protothelenella sphinctrinoides (Nyl.) H. Mayrh. & Poelt","accepted","Protothelenella sphinctrinoides (Nyl.) H. Mayrh. & Poelt","Protothelenellaceae","Dillman et al. 2012","species","lichen","lichen"
"micsph","Microglaena sphinctrinoides (Nyl.) Lonnr.","synonym","Protothelenella sphinctrinoides (Nyl.) H. Mayrh. & Poelt","Protothelenellaceae","Dillman et al. 2012","species","lichen","lichen"
"polper4","Polyblastia pernigrata (Nyl.) Zahlbr.","synonym","Protothelenella sphinctrinoides (Nyl.) H. Mayrh. & Poelt","Protothelenellaceae","Dillman et al. 2012","species","lichen","lichen"
"verper3","Verrucaria pernigrata Nyl.","synonym","Protothelenella sphinctrinoides (Nyl.) H. Mayrh. & Poelt","Protothelenellaceae","Dillman et al. 2012","species","lichen","lichen"
"versph","Verrucaria sphinctrinoides Nyl.","synonym","Protothelenella sphinctrinoides (Nyl.) H. Mayrh. & Poelt","Protothelenellaceae","Dillman et al. 2012","species","lichen","lichen"
"racibo","Raciborskiomyces M.E. Barr","accepted","Raciborskiomyces M.E. Barr","Pseudoperisporiaceae","Spribille et al. 2010","genus","lichen","lichen"
"racpel","Raciborskiomyces peltigericola (D. Hawksw.) M.E. Barr","accepted","Raciborskiomyces peltigericola (D. Hawksw.) M.E. Barr","Pseudoperisporiaceae","Spribille et al. 2010","species","lichen","lichen"
"psilol","Psilolechia A. Massal.","accepted","Psilolechia A. Massal.","Psilolechiaceae","CNALH","genus","lichen","lichen"
"psiluc","Psilolechia lucida (Ach.) Choisy","accepted","Psilolechia lucida (Ach.) Choisy","Psilolechiaceae","CNALH","species","lichen","lichen"
"briana","Brianaria S. Ekman & M. Svensson","accepted","Brianaria S. Ekman & M. Svensson","Psoraceae","McCune et al. 2018","genus","lichen","lichen"
"brisyl","Brianaria sylvicola (Flot.) S. Ekman & M. Svensson","accepted","Brianaria sylvicola (Flot.) S. Ekman & M. Svensson","Psoraceae","McCune et al. 2018","species","lichen","lichen"
"protob","Protoblastenia (Zahlbr.) J. Steiner","accepted","Protoblastenia (Zahlbr.) J. Steiner","Psoraceae","CNALH","genus","lichen","lichen"
"procal","Protoblastenia calva (Dicks.) Zahlbr.","accepted","Protoblastenia calva (Dicks.) Zahlbr.","Psoraceae","CNALH","species","lichen","lichen"
"prorupvcal","Protoblastenia rupestris var. calva (Dicks.) J. Steiner","synonym","Protoblastenia calva (Dicks.) Zahlbr.","Psoraceae","CNALH","species","lichen","lichen"
"procyc","Protoblastenia cyclospora (Hepp ex Körb.) Poelt","accepted","Protoblastenia cyclospora (Hepp ex Körb.) Poelt","Psoraceae","Dillman et al. 2012","species","lichen","lichen"
"proinc","Protoblastenia incrustans (DC.) J. Steiner","accepted","Protoblastenia incrustans (DC.) J. Steiner","Psoraceae","Dillman et al. 2012","species","lichen","lichen"
"prorup","Protoblastenia rupestris (Scop.) J. Steiner","accepted","Protoblastenia rupestris (Scop.) J. Steiner","Psoraceae","CNALH","species","lichen","lichen"
"proter","Protoblastenia terricola (Anzi) Lynge","accepted","Protoblastenia terricola (Anzi) Lynge","Psoraceae","CNALH","species","lichen","lichen"
"protom","Protomicarea Hafellner","accepted","Protomicarea Hafellner","Psoraceae","CNALH","genus","lichen","lichen"
"proalp","Protomicarea alpestris (Sommerf.) McCune","accepted","Protomicarea alpestris (Sommerf.) McCune","Psoraceae","McCune et al. 2018","species","lichen","lichen"
"lecalp4","Lecidea alpestris Sommerf.","synonym","Protomicarea alpestris (Sommerf.) McCune","Psoraceae","McCune et al. 2018","species","lichen","lichen"
"lecste2","Lecidea stenotera (Nyl.) Nyl.","synonym","Protomicarea alpestris (Sommerf.) McCune","Psoraceae","McCune et al. 2018","species","lichen","lichen"
"prolim","Protomicarea limosa (Ach.) Hafellner","accepted","Protomicarea limosa (Ach.) Hafellner","Psoraceae","CNALH","species","lichen","lichen"
"leclim","Lecidea limosa Ach.","synonym","Protomicarea limosa (Ach.) Hafellner","Psoraceae","CNALH","species","lichen","lichen"
"psora","Psora Hoffm.","accepted","Psora Hoffm.","Psoraceae","CNALH","genus","lichen","lichen"
"psocre","Psora crenata (Taylor) Reinke","accepted","Psora crenata (Taylor) Reinke","Psoraceae","CNALH","species","lichen","lichen"
"psodec","Psora decipiens (Hedw.) Hoffm.","accepted","Psora decipiens (Hedw.) Hoffm.","Psoraceae","CNALH","species","lichen","lichen"
"lecdec","Lecidea decipiens (Hedw.) Ach.","synonym","Psora decipiens (Hedw.) Hoffm.","Psoraceae","CNALH","species","lichen","lichen"
"psoglo","Psora globifera (Ach.) A. Massal.","accepted","Psora globifera (Ach.) A. Massal.","Psoraceae","CNALH","species","lichen","lichen"
"lecglo3","Lecidea globifera Ach.","synonym","Psora globifera (Ach.) A. Massal.","Psoraceae","CNALH","species","lichen","lichen"
"psohim","Psora himalayana (Bab.) Timdal","accepted","Psora himalayana (Bab.) Timdal","Psoraceae","CNALH","species","lichen","lichen"
"psonip","Psora nipponica (Zahlbr.) Gotth. Schneid.","accepted","Psora nipponica (Zahlbr.) Gotth. Schneid.","Psoraceae","CNALH","species","lichen","lichen"
"lecnov","Lecidea novomexicana (de Lesd.) W.A. Weber ex R. Anderson","synonym","Psora nipponica (Zahlbr.) Gotth. Schneid.","Psoraceae","CNALH","species","lichen","lichen"
"psonov","Psora novomexicana de Lesd.","synonym","Psora nipponica (Zahlbr.) Gotth. Schneid.","Psoraceae","CNALH","species","lichen","lichen"
"psorub","Psora rubiformis (Ach.) Hook.","accepted","Psora rubiformis (Ach.) Hook.","Psoraceae","CNALH","species","lichen","lichen"
"lecrub3","Lecidea rubiformis (Ach.) Wahlenb.","synonym","Psora rubiformis (Ach.) Hook.","Psoraceae","CNALH","species","lichen","lichen"
"psotenf","Psora tenuifolia Timdal","accepted","Psora tenuifolia Timdal","Psoraceae","CNALH","species","lichen","lichen"
"psotuc","Psora tuckermanii R. Anderson ex Timdal","accepted","Psora tuckermanii R. Anderson ex Timdal","Psoraceae","CNALH","species","lichen","lichen"
"psoval","Psora vallesiaca (Schaer.) Timdal","accepted","Psora vallesiaca (Schaer.) Timdal","Psoraceae","Dillman et al. 2012","species","lichen","lichen"
"psorul","Psorula Gotth. Schneid.","accepted","Psorula Gotth. Schneid.","Psoraceae","CNALH","genus","lichen","lichen"
"psoruf","Psorula rufonigra (Tuck.) Gotth. Schneider","accepted","Psorula rufonigra (Tuck.) Gotth. Schneider","Psoraceae","CNALH","species","lichen","lichen"
"adiant","Adiantum L.","accepted","Adiantum L.","Pteridaceae","FNA","genus","fern","spore-bearing"
"adiale","Adiantum aleuticum (Rupr.) Paris","accepted","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adiped","Adiantum pedatum L.","name misapplied","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adibor","Adiantum boreale C. Presl","synonym","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adipedsale","Adiantum pedatum ssp. aleuticum (Rupr.) Calder & Roy L. Taylor","synonym","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adipedscal","Adiantum pedatum ssp. calderi Cody","synonym","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adipedssub","Adiantum pedatum ssp. subpumilum (W.H. Wagner) Lellinger","synonym","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adipedvale","Adiantum pedatum var. aleuticum Rupr.","synonym","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"adipedvsub","Adiantum pedatum var. subpumilum W.H. Wagner","synonym","Adiantum aleuticum (Rupr.) Paris","Pteridaceae","FNA","species","fern","spore-bearing"
"aspido","Aspidotis (Nutt. ex Hook.) Copel.","accepted","Aspidotis (Nutt. ex Hook.) Copel.","Pteridaceae","FNA","genus","fern","spore-bearing"
"aspden","Aspidotis densa (Brack.) Lellinger","accepted","Aspidotis densa (Brack.) Lellinger","Pteridaceae","FNA","species","fern","spore-bearing"
"chesil","Cheilanthes siliquosa Maxon","synonym","Aspidotis densa (Brack.) Lellinger","Pteridaceae","FNA","species","fern","spore-bearing"
"onyden","Onychium densum Brack.","synonym","Aspidotis densa (Brack.) Lellinger","Pteridaceae","FNA","species","fern","spore-bearing"
"pelden","Pellaea densa (Brack.) Hook.","synonym","Aspidotis densa (Brack.) Lellinger","Pteridaceae","FNA","species","fern","spore-bearing"
"cryptogr","Cryptogramma R. Br.","accepted","Cryptogramma R. Br.","Pteridaceae","PAFC","genus","fern","spore-bearing"
